Dimension,TP,TN,FP,FN,Accuracy,Precision,Sensitivity,Specificity,F1 Score,Elapsed Time (s),Usage (s),Samples
9,134,107,43,29,0.7699680511182109,0.7570621468926554,0.8220858895705522,0.7133333333333334,0.7882352941176471,26173.585368156433,26173.585368156433,1563
10,136,112,38,27,0.792332268370607,0.7816091954022989,0.8343558282208589,0.7466666666666667,0.8071216617210683,38449.50839829445,38449.50839829445,1563
2,195,4,218,0,0.47721822541966424,0.4721549636803874,1.0,0.018018018018018018,0.6414473684210525,2974.053852558136,2974.053852558136,2084
3,27,218,4,168,0.5875299760191847,0.8709677419354839,0.13846153846153847,0.9819819819819819,0.23893805309734514,5243.544069766998,5243.544069766998,2084
4,27,218,4,168,0.5875299760191847,0.8709677419354839,0.13846153846153847,0.9819819819819819,0.23893805309734514,8346.137929201126,8346.137929201126,2084
5,127,159,63,68,0.6858513189448441,0.6684210526315789,0.6512820512820513,0.7162162162162162,0.6597402597402597,12402.351972341537,12402.351972341537,2084
6,129,159,63,66,0.6906474820143885,0.671875,0.6615384615384615,0.7162162162162162,0.6666666666666667,17533.441292524338,17533.441292524338,2084
7,120,172,50,75,0.7002398081534772,0.7058823529411765,0.6153846153846154,0.7747747747747747,0.6575342465753424,25348.460933208466,25348.460933208466,2084
8,135,159,63,60,0.7050359712230215,0.6818181818181818,0.6923076923076923,0.7162162162162162,0.6870229007633587,37427.47363424301,37427.47363424301,2084
9,142,151,71,53,0.7026378896882494,0.6666666666666666,0.7282051282051282,0.6801801801801802,0.696078431372549,49593.96066260338,49593.96066260338,2084
10,147,154,68,48,0.7218225419664268,0.6837209302325581,0.7538461538461538,0.6936936936936937,0.7170731707317073,72206.52437829971,72206.52437829971,2084
2,255,7,259,0,0.5028790786948176,0.4961089494163424,1.0,0.02631578947368421,0.6631989596879064,4844.505789518356,4844.505789518356,2605
3,255,7,259,0,0.5028790786948176,0.4961089494163424,1.0,0.02631578947368421,0.6631989596879064,8264.26484656334,8264.26484656334,2605
4,34,262,4,221,0.5681381957773513,0.8947368421052632,0.13333333333333333,0.9849624060150376,0.23208191126279862,13287.832183599472,13287.832183599472,2605
5,126,184,82,129,0.5950095969289827,0.6057692307692307,0.49411764705882355,0.6917293233082706,0.5442764578833693,19837.905047416687,19837.905047416687,2605
6,141,191,75,114,0.6372360844529751,0.6527777777777778,0.5529411764705883,0.7180451127819549,0.5987261146496815,28189.123740911484,28189.123740911484,2605
