Hardware,Dimension,TP,TN,FP,FN,Accuracy,Precision,Sensitivity,Specificity,F1 Score,Elapsed Time (s),Usage (s),Estimated Usage (s),Num Qubits,Median T1,Median T2,Median Read Out Error,Samples
ibm_brisbane,2,91,61,43,13,0.7307692307692307,0.6791044776119403,0.875,0.5865384615384616,0.7647058823529411,2062.4164929389954,4.912659,,127,6.778461383818718e-05,6.778461383818718e-05,0.02571934977854331,1036
ibm_brisbane,3,88,88,16,16,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,1212.6918308734894,4.912659,,127,6.778461383818718e-05,6.778461383818718e-05,0.02571934977854331,1036
ibm_brisbane,4,97,86,18,7,0.8798076923076923,0.8434782608695652,0.9326923076923077,0.8269230769230769,0.8858447488584474,1931.8066191673279,4.912659,,127,6.778461383818718e-05,6.778461383818718e-05,0.02571934977854331,1036
ibm_brisbane,5,97,89,15,7,0.8942307692307693,0.8660714285714286,0.9326923076923077,0.8557692307692307,0.8981481481481481,2635.676950931549,4.912659,,127,6.778461383818718e-05,6.778461383818718e-05,0.02571934977854331,1036
ibm_brisbane,3,50,49,4,2,0.9428571428571428,0.9259259259259259,0.9615384615384616,0.9245283018867925,0.9433962264150944,392.7091774940491,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02571934977854331,521
ibm_brisbane,4,51,48,5,1,0.9428571428571428,0.9107142857142857,0.9807692307692307,0.9056603773584906,0.9444444444444444,637.1908323764801,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02571934977854331,521
ibm_brisbane,5,51,48,5,1,0.9428571428571428,0.9107142857142857,0.9807692307692307,0.9056603773584906,0.9444444444444444,960.1403796672821,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02571934977854331,521
ibm_brisbane,6,51,49,4,1,0.9523809523809523,0.9272727272727272,0.9807692307692307,0.9245283018867925,0.9532710280373831,1340.4627752304077,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,521
ibm_brisbane,7,50,50,3,2,0.9523809523809523,0.9433962264150944,0.9615384615384616,0.9433962264150944,0.9523809523809524,1834.5544664859772,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,521
ibm_brisbane,8,50,50,3,2,0.9523809523809523,0.9433962264150944,0.9615384615384616,0.9433962264150944,0.9523809523809524,2452.4686365127563,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,521
ibm_brisbane,9,50,49,4,2,0.9428571428571428,0.9259259259259259,0.9615384615384616,0.9245283018867925,0.9433962264150944,3278.911467075348,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,521
ibm_brisbane,10,50,50,3,2,0.9523809523809523,0.9433962264150944,0.9615384615384616,0.9433962264150944,0.9523809523809524,4377.447311878204,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,521
ibm_brisbane,2,104,57,48,1,0.7666666666666667,0.6842105263157895,0.9904761904761905,0.5428571428571428,0.8093385214007782,845.6493878364563,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,3,98,95,10,7,0.919047619047619,0.9074074074074074,0.9333333333333333,0.9047619047619048,0.9201877934272301,1557.7090220451355,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,4,101,94,11,4,0.9285714285714286,0.9017857142857143,0.9619047619047619,0.8952380952380953,0.9308755760368663,2527.0320847034454,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,5,100,94,11,5,0.9238095238095239,0.9009009009009009,0.9523809523809523,0.8952380952380953,0.925925925925926,3796.691267967224,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,6,103,92,13,2,0.9285714285714286,0.8879310344827587,0.9809523809523809,0.8761904761904762,0.9321266968325793,5312.913632154465,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,7,100,95,10,5,0.9285714285714286,0.9090909090909091,0.9523809523809523,0.9047619047619048,0.9302325581395349,7280.990521669388,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,8,100,95,10,5,0.9285714285714286,0.9090909090909091,0.9523809523809523,0.9047619047619048,0.9302325581395349,9747.950706243515,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,9,101,97,8,4,0.9428571428571428,0.926605504587156,0.9619047619047619,0.9238095238095239,0.9439252336448597,13046.4409096241,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,10,102,96,9,3,0.9428571428571428,0.918918918918919,0.9714285714285714,0.9142857142857143,0.9444444444444445,17521.400688171387,4.912659,,127,5.9406639232496485e-05,5.9406639232496485e-05,0.02485236220472441,1042
ibm_brisbane,2,145,136,21,12,0.8949044585987261,0.8734939759036144,0.9235668789808917,0.8662420382165605,0.8978328173374612,1918.7764401435852,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,3,148,135,22,9,0.9012738853503185,0.8705882352941177,0.9426751592356688,0.8598726114649682,0.9051987767584098,3505.6250989437103,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,4,150,135,22,7,0.9076433121019108,0.872093023255814,0.9554140127388535,0.8598726114649682,0.9118541033434651,5677.446397781372,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,5,150,135,22,7,0.9076433121019108,0.872093023255814,0.9554140127388535,0.8598726114649682,0.9118541033434651,8518.468440532684,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,6,149,139,18,8,0.9171974522292994,0.8922155688622755,0.9490445859872612,0.8853503184713376,0.9197530864197532,12166.241311788559,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,7,148,139,18,9,0.9140127388535032,0.891566265060241,0.9426751592356688,0.8853503184713376,0.9164086687306501,16531.085460186005,4.912659,,127,6.374040110910627e-05,6.374040110910627e-05,0.023016501599409447,1563
ibm_brisbane,8,148,145,12,9,0.9331210191082803,0.925,0.9426751592356688,0.9235668789808917,0.9337539432176656,22246.761591911316,4.912659,,127,5.993821956960973e-05,5.993821956960973e-05,0.023016501599409447,1563
ibm_brisbane,9,148,145,12,9,0.9331210191082803,0.925,0.9426751592356688,0.9235668789808917,0.9337539432176656,29727.0856654644,4.912659,,127,5.993821956960973e-05,5.993821956960973e-05,0.022597425565944882,1563
ibm_brisbane,10,143,147,10,14,0.9235668789808917,0.934640522875817,0.910828025477707,0.9363057324840764,0.9225806451612903,40776.16709828377,4.912659,,127,6.465194147099998e-05,6.465194147099998e-05,0.023943082554133858,1563
ibm_brisbane,2,187,182,27,22,0.8827751196172249,0.8738317757009346,0.8947368421052632,0.8708133971291866,0.884160756501182,3522.1452116966248,4.912659,,127,6.465194147099998e-05,6.465194147099998e-05,0.023943082554133858,2084
ibm_brisbane,3,193,179,30,16,0.8899521531100478,0.8654708520179372,0.9234449760765551,0.8564593301435407,0.8935185185185184,6404.594526767731,4.912659,,127,6.465194147099998e-05,6.465194147099998e-05,0.023943082554133858,2084
ibm_brisbane,4,201,178,31,8,0.9066985645933014,0.8663793103448276,0.9617224880382775,0.8516746411483254,0.9115646258503401,10340.846673727036,4.912659,,127,6.465194147099998e-05,6.465194147099998e-05,0.023943082554133858,2084
ibm_brisbane,5,201,179,30,8,0.9090909090909091,0.8701298701298701,0.9617224880382775,0.8564593301435407,0.9136363636363636,15515.001262903214,4.912659,,127,6.465194147099998e-05,6.465194147099998e-05,0.023943082554133858,2084
ibm_brisbane,6,200,183,26,9,0.916267942583732,0.8849557522123894,0.9569377990430622,0.8755980861244019,0.9195402298850573,21840.183482408524,4.912659,,127,6.043784685408252e-05,6.043784685408252e-05,0.02308955155019685,2084
ibm_brisbane,7,200,183,26,9,0.916267942583732,0.8849557522123894,0.9569377990430622,0.8755980861244019,0.9195402298850573,29746.89672613144,4.912659,,127,6.1698830301376e-05,6.1698830301376e-05,0.28694020669291337,2084
ibm_brisbane,8,198,187,22,11,0.9210526315789473,0.9,0.9473684210526315,0.8947368421052632,0.9230769230769231,45456.750549554825,4.912659,,127,5.4135929451857726e-05,5.4135929451857726e-05,0.025419460506889764,2084
ibm_brisbane,9,201,188,21,8,0.930622009569378,0.9054054054054054,0.9617224880382775,0.8995215311004785,0.9327146171693734,56394.79362463951,4.912659,,127,5.4135929451857726e-05,5.4135929451857726e-05,0.025419460506889764,2084
